"Source2","Min.same","Min.diff","Strain","Isolate","state","SNP.cluster","season"
"dairy",0,29,"FLAG-16622","PDT000133670.2","FL","PDS000025433.69","Spring"
"dairy",0,29,"FLAG-16623","PDT000133671.2","FL","PDS000025433.69","Spring"
"dairy",0,29,"FLAG-16624","PDT000133672.2","FL","PDS000025433.69","Spring"
"poultry",13,11,"FLAG-88815","PDT000133673.2","FL","PDS000000367.99","Winter"
"poultry",8,42,"FLAG-71049","PDT000133677.2","FL","PDS000024812.15","Spring"
"other",8,44,"FLAG-71055","PDT000133678.2","FL","PDS000024812.15","Spring"
"other",2,14,"FLAG-71344","PDT000133679.2","FL","PDS000024556.1","Spring"
"meat",1,5,"C2004003565","PDT000133698.2","MN","PDS000024683.20","Fall"
"poultry",1,6,"C2004003567","PDT000133699.2","MN","PDS000024683.20","Fall"
"meat",1,6,"C2004003615","PDT000133700.2","MN","PDS000024683.20","Fall"
"meat",1,4,"15B07268-6","PDT000133770.2","NY","PDS000000366.504","Summer"
"leafy_greens",27,28,"15B07412-6","PDT000133775.2","NY","PDS000090530.2","Summer"
"sea_food",0,26,"14B10302-3","PDT000133778.2","NY","PDS000000366.504","Fall"
"other",14,7,"15B08952-6","PDT000133779.2","NY","PDS000003204.124","Summer"
"poultry",13,27,"16B05567-1","PDT000133801.2","NY","PDS000000366.504","Spring"
"meat",1,1,"16B04867-4","PDT000133808.2","NY","PDS000024989.120","Spring"
"environment",2,2,"16B01796-4","PDT000133809.2","NY","PDS000024989.120","Winter"
"environment",1,2,"16B01799-9","PDT000133810.2","NY","PDS000024989.120","Winter"
"environment",0,1,"16B01803-7","PDT000133811.2","NY","PDS000024989.120","Winter"
"environment",0,1,"16B01805-1","PDT000133812.2","NY","PDS000024989.120","Winter"
"vegetables",3,47,"15B10263-1","PDT000133814.2","NY","PDS000024767.24","Fall"
"environment",2,3,"16B01811-4","PDT000133815.2","NY","PDS000024989.120","Winter"
"environment",0,1,"16B01802-9","PDT000133817.2","NY","PDS000024989.120","Winter"
"environment",0,1,"16B01806-2","PDT000133818.2","NY","PDS000024989.120","Winter"
"environment",0,17,"FDA870011-6","PDT000133850.2","MN","PDS000024466.1","Spring"
"environment",0,17,"FDA870011-8","PDT000133851.2","MN","PDS000024466.1","Spring"
"environment",1,29,"FDA447991-41","PDT000133859.2","MN","PDS000024989.120","Winter"
"environment",3,31,"FDA447991-12","PDT000133860.2","MN","PDS000024989.120","Winter"
"environment",1,23,"FDA440401 24A-C","PDT000133861.2","IN","PDS000025466.69","Spring"
"environment",27,40,"FDA440401 17A-C","PDT000133864.2","IN","PDS000024812.15","Spring"
"environment",9,7,"FDA954890-018-001","PDT000133867.2","MI","PDS000000243.18","Spring"
"environment",30,29,"FDA954890-157-001","PDT000133868.2","MI","PDS000024574.25","Spring"
"environment",11,9,"FDA934201-036-001","PDT000133869.2","MI","PDS000000243.18","Spring"
"environment",11,9,"FDA954892-215-1","PDT000133870.2","MI","PDS000000243.18","Spring"
"vegetables",1,33,"TX-AML1301173","PDT000133895.2","TX","PDS000025433.69","Winter"
"environment",4,19,"TX-ACF1301225","PDT000133896.2","TX","PDS000003204.124","Winter"
"environment",6,21,"TX-ACF1301281","PDT000133897.2","TX","PDS000003204.124","Winter"
"environment",5,38,"TX-ACF1301282","PDT000133898.2","TX","PDS000025433.69","Winter"
"environment",2,26,"TX-ACF1301420","PDT000133899.2","TX","PDS000024241.98","Winter"
"environment",1,25,"TX-ACF1301424","PDT000133900.2","TX","PDS000024241.98","Winter"
"environment",3,6,"TX-ACF1301653","PDT000133902.2","TX","PDS000024989.120","Winter"
"environment",1,4,"TX-ACF1301654","PDT000133916.2","TX","PDS000024989.120","Winter"
"environment",1,4,"TX-ACF1301658","PDT000133917.2","TX","PDS000024989.120","Winter"
"environment",0,3,"TX-ACF1301675","PDT000133918.2","TX","PDS000024989.120","Winter"
"environment",2,5,"TX-ACF1301677","PDT000133919.2","TX","PDS000024989.120","Winter"
"environment",3,4,"TX-ACF1301678","PDT000133920.2","TX","PDS000024989.120","Winter"
"environment",0,1,"TX-ACF1301679","PDT000133921.2","TX","PDS000024989.120","Winter"
"environment",0,30,"CFSAN049112","PDT000134517.2","RI","PDS000024645.152","Fall"
"vegetables",1,26,"FDA407167 2-2","PDT000135625.2","MN","PDS000003277.110","Spring"
"dairy",1,18,"FDA374502 PC48","PDT000135626.2","IL","PDS000000366.504","Spring"
"dairy",18,16,"FDA374502 OX24","PDT000135627.2","IL","PDS000024196.41","Spring"
"environment",7,31,"FDA959783-30-9","PDT000136363.2","OR","PDS000000366.504","Summer"
"environment",0,47,"FDA349964 63-3","PDT000136797.2","MN","PDS000024812.15","Fall"
"environment",0,47,"FDA349964 63-1","PDT000136798.2","MN","PDS000024812.15","Fall"
"environment",6,29,"FDA322549 5-3","PDT000136799.2","WI","PDS000003054.26","Summer"
"environment",0,46,"FDA308904-2","PDT000136800.2","MN","PDS000024812.15","Spring"
"environment",13,22,"CFSAN048819","PDT000134006.2","OR","PDS000000366.504","Summer"
"environment",0,30,"CFSAN048820","PDT000134007.2","RI","PDS000024645.152","Fall"
"sea_food",5,20,"FLAG-49603","PDT000134033.2","FL","PDS000006060.24","Winter"
"environment",3,21,"FDA490367-10","PDT000134261.2","OK","PDS000058430.33","Fall"
"environment",1,19,"FDA490367-1","PDT000134262.2","OK","PDS000058430.33","Fall"
"environment",6,9,"TX-ACF1301652","PDT000134277.2","TX","PDS000024989.120","Winter"
"environment",0,3,"TX-ACF1301662","PDT000134278.2","TX","PDS000024989.120","Winter"
"environment",2,5,"TX-ACF1301674","PDT000134279.2","TX","PDS000024989.120","Winter"
"environment",5,8,"TX-ACF1301683","PDT000134281.2","TX","PDS000024989.120","Winter"
"environment",0,3,"TX-ACF1301687","PDT000134282.2","TX","PDS000024989.120","Winter"
"environment",3,6,"TX-ACF1301688","PDT000134283.2","TX","PDS000024989.120","Winter"
"environment",1,4,"TX-ACF1301690","PDT000134285.2","TX","PDS000024989.120","Winter"
"environment",7,8,"TX-ACF1301692","PDT000134287.2","TX","PDS000024989.120","Winter"
"environment",2,5,"TX-ACF1301693","PDT000134288.2","TX","PDS000024989.120","Winter"
"environment",3,7,"TX-ACF1301695","PDT000134289.2","TX","PDS000024989.120","Winter"
"environment",7,45,"TX-ACF1301697","PDT000134290.2","TX","PDS000024767.24","Winter"
"environment",1,4,"TX-ACF1301728","PDT000134291.2","TX","PDS000024989.120","Winter"
"dairy",0,19,"FLAG-60643","PDT000134292.2","FL","PDS000003013.23","Fall"
"dairy",7,8,"FLAG-61488","PDT000134294.2","FL","PDS000000384.70","Winter"
"other",1,18,"FLAG-61646","PDT000134296.2","FL","PDS000000366.504","Winter"
"sea_food",6,9,"FLAG-50819A","PDT000134299.2","FL","PDS000000366.504","Winter"
"environment",0,9,"FDA930550-000-060","PDT000133937.2","OH","PDS000024934.85","Spring"
"environment",16,19,"FDA932055-17","PDT000133977.2","NJ","PDS000000366.504","Spring"
"other",1,8,"CFSAN051077","PDT000133325.2","MI","PDS000024934.85","Spring"
"other",1,8,"CFSAN051078","PDT000133326.2","MI","PDS000024934.85","Spring"
"other",2,9,"CFSAN051079","PDT000133327.2","MI","PDS000024934.85","Spring"
"other",6,14,"CFSAN051080","PDT000133328.2","MI","PDS000024934.85","Spring"
"other",0,7,"CFSAN051081","PDT000133329.2","MI","PDS000024934.85","Spring"
"other",5,12,"CFSAN051082","PDT000133330.2","MI","PDS000024934.85","Spring"
"other",1,8,"CFSAN051083","PDT000133331.2","MI","PDS000024934.85","Spring"
"other",1,9,"CFSAN051084","PDT000133332.2","MI","PDS000024934.85","Spring"
"other",0,7,"CFSAN051085","PDT000133333.2","MI","PDS000024934.85","Spring"
"other",7,14,"CFSAN051086","PDT000133334.2","MI","PDS000024934.85","Spring"
"other",2,11,"CFSAN051087","PDT000133335.2","MI","PDS000024934.85","Spring"
"other",1,8,"CFSAN051089","PDT000133336.2","MI","PDS000024934.85","Spring"
"other",3,10,"CFSAN051090","PDT000133337.2","MI","PDS000024934.85","Spring"
"other",4,13,"CFSAN051091","PDT000133338.2","MI","PDS000024934.85","Spring"
"other",4,11,"CFSAN051092","PDT000133339.2","MI","PDS000024934.85","Spring"
"other",7,14,"CFSAN051093","PDT000133340.2","MI","PDS000024934.85","Spring"
"other",0,8,"CFSAN051094","PDT000133341.2","MI","PDS000024934.85","Spring"
"other",2,9,"CFSAN051095","PDT000133342.2","MI","PDS000024934.85","Spring"
"environment",2,44,"TX-ACF1301769","PDT000137967.2","TX","PDS000024767.24","Winter"
"environment",2,44,"TX-ACF1301775","PDT000137969.2","TX","PDS000024767.24","Winter"
"meat",3,31,"TX-ACF1302087","PDT000137970.2","TX","PDS000024230.4","Winter"
"leafy_greens",3,3,"TX-AML1304507","PDT000137971.2","TX","PDS000025437.28","Winter"
"environment",0,22,"CFSAN060179","PDT000190309.2","GA","PDS000024989.120","Winter"
"environment",2,2,"CFSAN060170","PDT000190310.2","WA","PDS000024294.3","Winter"
"environment",0,22,"CFSAN060180","PDT000190312.2","GA","PDS000024989.120","Winter"
"environment",0,22,"CFSAN060186","PDT000190318.2","GA","PDS000024989.120","Winter"
"environment",1,23,"CFSAN060198","PDT000190319.2","GA","PDS000024989.120","Winter"
"environment",0,22,"CFSAN060197","PDT000190334.2","GA","PDS000024989.120","Winter"
"fruits",2,8,"CFSAN060191","PDT000190344.2","WA","PDS000024294.3","Winter"
"other",6,11,"FDA997334-002-001","PDT000190875.2","SC","PDS000024349.25","Winter"
"other",5,9,"FDA997335-002-001","PDT000190877.2","SC","PDS000024349.25","Winter"
"other",0,4,"FDA997335-001-001","PDT000190878.2","SC","PDS000024349.25","Winter"
"environment",6,10,"FDA886290-11","PDT000190879.3","SC","PDS000024349.25","Spring"
"environment",0,5,"FDA886290-44","PDT000190881.3","SC","PDS000024349.25","Spring"
"environment",1,5,"FDA886290-45","PDT000190882.2","SC","PDS000024349.25","Spring"
"environment",2,32,"FDA886290-55","PDT000190883.4","SC","PDS000083553.8","Spring"
"environment",4,8,"FDA886290-108","PDT000190884.2","SC","PDS000024349.25","Spring"
"environment",0,5,"FDA886290-59","PDT000190885.4","SC","PDS000024349.25","Spring"
"environment",16,45,"FDA886290-89","PDT000190886.2","SC","PDS000083553.8","Spring"
"environment",1,32,"FDA886290-107","PDT000190887.2","SC","PDS000083553.8","Spring"
"environment",0,4,"FDA886290-84","PDT000190888.2","SC","PDS000024349.25","Spring"
"environment",4,9,"FDA886290-85","PDT000190889.2","SC","PDS000024349.25","Spring"
"environment",2,6,"FDA886290-97","PDT000190890.2","SC","PDS000024349.25","Spring"
"environment",5,34,"FDA886290-86","PDT000190891.2","SC","PDS000083553.8","Spring"
"environment",1,31,"FDA886290-56","PDT000190892.2","SC","PDS000083553.8","Spring"
"environment",0,4,"FDA886290-90","PDT000190893.2","SC","PDS000024349.25","Spring"
"environment",0,30,"FDA886290-109","PDT000190894.2","SC","PDS000083553.8","Spring"
"environment",4,24,"FDA0968336-S022-001","PDT000190896.2","IN","PDS000024647.66","Winter"
"environment",4,24,"FDA0968336-S002-001","PDT000190902.2","IN","PDS000024647.66","Winter"
"environment",1,4,"WAPHL_LIS_A00021","PDT000191141.1","WA","PDS000000270.29","Winter"
"environment",9,41,"FDA973982-S055-001","PDT000191319.2","NY","PDS000000366.504","Winter"
"environment",28,42,"FDA0950546-S106-001","PDT000191323.2","CA","PDS000025513.38","Winter"
"other",0,20,"FDA0999490-000-001","PDT000191324.2","CA","PDS000024281.4","Winter"
"environment",21,37,"FDA0950546-S104-001","PDT000191325.2","CA","PDS000025433.69","Winter"
"environment",12,21,"FDA0950546-S106-002","PDT000191330.2","CA","PDS000024989.120","Winter"
"other",0,20,"FDA0999490-000-003","PDT000191331.2","CA","PDS000024281.4","Winter"
"other",20,12,"FDA0999490-000-002","PDT000191333.2","CA","PDS000006382.74","Winter"
"environment",4,24,"CFSAN060788","PDT000191375.2","GA","PDS000024989.120","Winter"
"environment",16,15,"CFSAN060782","PDT000191376.2","KY","PDS000024470.24","Winter"
"environment",1,11,"CFSAN060783","PDT000191378.2","KY","PDS000024470.24","Winter"
"poultry",3,33,"CFSAN060785","PDT000191380.2","TX","PDS000000366.504","Winter"
"environment",2,29,"CFSAN060787","PDT000191382.2","TX","PDS000024767.24","Winter"
"environment",2,14,"CFSAN060778","PDT000191383.2","KY","PDS000024470.24","Winter"
"environment",1,12,"CFSAN060780","PDT000191384.2","KY","PDS000024470.24","Winter"
"environment",1,20,"CFSAN060779","PDT000191385.2","KY","PDS000024470.24","Winter"
"environment",3,15,"CFSAN060775","PDT000191386.2","KY","PDS000024470.24","Winter"
"environment",1,38,"CFSAN060763","PDT000191387.2","RI","PDS000024645.152","Winter"
"environment",2,25,"CFSAN060767","PDT000191388.2","WA","PDS000025154.24","Winter"
"vegetables",0,28,"CFSAN060776","PDT000191389.2","WA","PDS000025466.69","Winter"
"environment",2,14,"CFSAN060773","PDT000191391.2","KY","PDS000024470.24","Winter"
"environment",25,20,"CFSAN060774","PDT000191393.2","KY","PDS000003172.105","Winter"
"other",1,30,"CFSAN060768","PDT000191394.2","WA","PDS000025466.69","Winter"
"environment",0,12,"CFSAN060777","PDT000191395.2","KY","PDS000024470.24","Winter"
"environment",1,37,"CFSAN060764","PDT000191397.2","RI","PDS000024645.152","Winter"
"environment",6,30,"CFSAN060769","PDT000191400.2","CA","PDS000024349.25","Winter"
"environment",0,29,"CFSAN060759","PDT000191402.2","GA","PDS000024989.120","Winter"
"environment",5,34,"CFSAN060760","PDT000191403.2","GA","PDS000024989.120","Winter"
"environment",8,36,"CFSAN060761","PDT000191404.2","TX","PDS000024767.24","Winter"
"fruits",4,4,"CFSAN060748","PDT000191407.2","WA","PDS000024294.3","Winter"
"environment",1,19,"CFSAN060754","PDT000191409.2","KY","PDS000024470.24","Winter"
"environment",0,0,"CFSAN060751","PDT000191410.2","CA","PDS000024956.4","Winter"
"environment",2,14,"CFSAN060752","PDT000191411.2","KY","PDS000024470.24","Winter"
"environment",6,30,"CFSAN060747","PDT000191416.2","GA","PDS000024989.120","Winter"
"environment",5,22,"CFSAN060743","PDT000191418.2","CA","PDS000024653.8","Winter"
"environment",9,37,"CFSAN060744","PDT000191419.2","CA","PDS000024989.120","Winter"
"environment",7,31,"CFSAN060735","PDT000191446.2","RI","PDS000024645.152","Winter"
"environment",0,29,"CFSAN060721","PDT000191451.2","GA","PDS000024989.120","Winter"
"environment",0,29,"CFSAN060727","PDT000191452.2","GA","PDS000024989.120","Winter"
"environment",2,24,"CFSAN060725","PDT000191455.2","GA","PDS000024989.120","Winter"
"environment",18,29,"CFSAN060714","PDT000191456.2","TX","PDS000024647.66","Winter"
"environment",7,13,"CFSAN061633","PDT000192925.2","WA","PDS000006328.31","Winter"
"environment",1,15,"CFSAN061634","PDT000192926.2","WA","PDS000025154.24","Winter"
"meat",1,27,"CFSAN061629","PDT000192929.2","CA","PDS000025113.12","Winter"
"environment",3,24,"CFSAN061623","PDT000192930.2","WA","PDS000024989.120","Winter"
"environment",0,22,"CFSAN061630","PDT000192931.2","GA","PDS000024989.120","Winter"
"environment",9,28,"CFSAN061627","PDT000192934.2","RI","PDS000000366.504","Winter"
"environment",7,7,"CFSAN061621","PDT000192935.2","WA","PDS000024934.85","Winter"
"meat",12,1,"CFSAN061622","PDT000192936.2","CA","PDS000024967.100","Winter"
"fruits",5,32,"CFSAN061613","PDT000192940.2","WA","PDS000025113.12","Winter"
"other",7,17,"CFSAN061615","PDT000192941.2","WA","PDS000006328.31","Winter"
"meat",3,24,"CFSAN061619","PDT000192945.2","CA","PDS000024653.8","Winter"
"fruits",0,4,"CFSAN061620","PDT000192946.2","WA","PDS000024934.85","Winter"
"environment",2,23,"CFSAN061618","PDT000192948.2","RI","PDS000024653.8","Winter"
"other",6,19,"CFSAN061614","PDT000192949.2","WA","PDS000024491.3","Winter"
"environment",0,35,"CFSAN061616","PDT000192952.2","TX","PDS000025113.12","Winter"
"fruits",2,2,"CFSAN061611","PDT000192954.2","WA","PDS000024956.4","Winter"
"fruits",3,3,"CFSAN061609","PDT000192955.2","WA","PDS000024956.4","Winter"
"fruits",3,22,"CFSAN061607","PDT000192956.2","WA","PDS000024653.8","Winter"
"fruits",2,23,"CFSAN061608","PDT000192957.2","WA","PDS000024653.8","Winter"
"fruits",0,1,"CFSAN061606","PDT000192958.2","WA","PDS000024956.4","Winter"
"fruits",0,0,"CFSAN061610","PDT000192959.2","WA","PDS000024956.4","Winter"
"fruits",3,21,"CFSAN061605","PDT000192961.2","WA","PDS000024653.8","Winter"
"environment",12,25,"CFSAN061037","PDT000192966.2","CO","PDS000025433.69","Winter"
"environment",6,28,"CFSAN061034","PDT000192982.2","TX","PDS000000450.27","Winter"
"fruits",5,6,"CFSAN061006","PDT000193012.2","WA","PDS000024294.3","Winter"
"fruits",0,3,"CFSAN060991","PDT000193027.2","WA","PDS000024294.3","Winter"
"environment",0,3,"CFSAN060985","PDT000193033.2","WA","PDS000024294.3","Winter"
"dairy",0,0,"17B02320-9","PDT000193035.2","NY","PDS000003335.20","Winter"
"dairy",0,0,"17B02319-4","PDT000193036.2","NY","PDS000003335.20","Winter"
"dairy",1,1,"17B02318-4","PDT000193038.2","NY","PDS000003335.20","Winter"
"sea_food",13,13,"11B07409A-1","PDT000193040.2","NY","PDS000003244.67","Summer"
"other",8,2,"10B09545A-1","PDT000193042.2","NY","PDS000024385.7","Fall"
"sea_food",4,10,"09B09050A-1","PDT000193044.2","NY","PDS000000366.504","Fall"
"other",6,9,"10B08276A-1","PDT000193045.2","NY","PDS000000366.504","Fall"
"other",3,10,"10B02965A-1","PDT000193046.2","NY","PDS000024647.66","Spring"
"environment",22,20,"CFSAN060957","PDT000193049.2","KY","PDS000003170.77","Winter"
"environment",1,6,"FDA707729-15","PDT000193105.2","SC","PDS000024349.25","Spring"
"environment",0,4,"FDA886290-43","PDT000193106.2","SC","PDS000024349.25","Spring"
"environment",2,6,"FDA707729-37","PDT000193107.2","SC","PDS000024349.25","Spring"
"environment",3,7,"FDA707729-39","PDT000193108.2","SC","PDS000024349.25","Spring"
"environment",1,6,"FDA886290-40","PDT000193110.3","SC","PDS000024349.25","Spring"
"environment",1,6,"FDA707729-16","PDT000193111.2","SC","PDS000024349.25","Spring"
"environment",2,30,"FDA886290-27","PDT000193113.2","SC","PDS000083553.8","Spring"
"environment",1,5,"FDA707729-38","PDT000193114.2","SC","PDS000024349.25","Spring"
"environment",6,35,"FDA762031-42","PDT000193124.3","SC","PDS000083553.8","Summer"
"environment",2,32,"FDA762031-37","PDT000193125.3","SC","PDS000083553.8","Summer"
"environment",2,6,"FDA762031-38","PDT000193126.3","SC","PDS000024349.25","Summer"
"environment",1,5,"FDA762031-18","PDT000193127.3","SC","PDS000024349.25","Summer"
"environment",0,5,"FDA762031-25","PDT000193128.3","SC","PDS000024349.25","Summer"
"environment",2,33,"FDA762031-11","PDT000193129.3","SC","PDS000083553.8","Summer"
"environment",5,33,"FDA762031-40","PDT000193130.3","SC","PDS000083553.8","Summer"
"environment",1,30,"FDA762031-64","PDT000193152.3","SC","PDS000083553.8","Summer"
"environment",3,32,"FDA762031-67","PDT000193153.3","SC","PDS000083553.8","Summer"
"environment",3,32,"FDA762031-5","PDT000193154.3","SC","PDS000083553.8","Summer"
"environment",0,29,"FDA762031-9","PDT000193155.3","SC","PDS000083553.8","Summer"
"environment",1,30,"FDA707728-30","PDT000193156.2","SC","PDS000083553.8","Spring"
"environment",3,30,"FDA762031-70","PDT000193157.3","SC","PDS000083553.8","Summer"
"environment",2,30,"FDA707728-20","PDT000193158.2","SC","PDS000083553.8","Spring"
"environment",0,5,"FDA762031-69","PDT000193159.3","SC","PDS000024349.25","Summer"
"environment",3,32,"FDA707728-23","PDT000193160.2","SC","PDS000083553.8","Spring"
"environment",3,32,"FDA762031-7","PDT000193161.3","SC","PDS000083553.8","Summer"
"environment",1,31,"FDA707728-31","PDT000193162.2","SC","PDS000083553.8","Spring"
"environment",0,29,"FDA707728- 2","PDT000193163.2","SC","PDS000083553.8","Spring"
"environment",0,29,"FDA707729-36","PDT000193164.2","SC","PDS000083553.8","Spring"
"environment",0,30,"FDA707729-24","PDT000193165.2","SC","PDS000083553.8","Spring"
"environment",4,33,"FDA707729-40","PDT000193166.2","SC","PDS000083553.8","Spring"
"environment",0,4,"FDA762031-44","PDT000193167.3","SC","PDS000024349.25","Summer"
"environment",0,5,"FDA707729-29","PDT000193168.2","SC","PDS000024349.25","Spring"
"fruits",1,13,"FDA802499 S7-1","PDT000193555.2","CA","PDS000024915.2","Spring"
"environment",1,14,"CFSAN061638","PDT000193670.2","WA","PDS000025154.24","Winter"
"environment",2,25,"CFSAN061662","PDT000193671.2","RI","PDS000000366.504","Winter"
"environment",1,23,"CFSAN061652","PDT000193673.2","RI","PDS000000366.504","Winter"
"environment",2,19,"CFSAN061672","PDT000193675.2","TX","PDS000000366.504","Winter"
